department_id,day_of_week,hour_of_day,duration_hours,task_id,is_anomaly
5fd7b0ae-2619-4038-a52e-26a0576c4819,4,13,6.64,Aprobación Costos,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,16,2.38,Validación de RRHH,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,2,12,1.23,Registrar Recibos,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,2,17,4.14,Aprobar Presupuesto,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,17,6.78,Enviar solicitud de vacaciones,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,12,7.23,Consolidación de RRHH,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,6,14,1.57,Validación de RRHH,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,6,14,6.11,Consolidación de RRHH,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,4,15,0.73,Reunión Bienvenida,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,4,13,4.67,Revisión Gerencial,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,15,4.73,Inicio del Proceso,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,0,17,4.63,Especificar Servidores,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,9,6.02,Detallar Curso,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,4,16,3.83,Especificar Servidores,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,4,10,4.79,Solicitar Adelanto,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,4,8,6.08,Procesar Transferencia,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,4,18,4.79,Firma Director,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,8,0.8,Solicitar Adelanto,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,5,18,4.41,Reunión Bienvenida,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,18,7.51,Validar Elegibilidad,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,1,9,7.81,Aprobación Presupuesto,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,8,3.32,Enviar solicitud de vacaciones,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,6,17,6.6,Consolidación de RRHH,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,14,3.23,Reunión Bienvenida,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,6,13,5.3,Enviar solicitud de vacaciones,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,17,0.97,Aprobación del manager,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,2,10,1.65,Especificar Licencia,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,4,9,5.62,Verificar Stock,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,3,15,0.64,Preparar Firma,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,8,4.08,Consolidación de RRHH,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,6,13,5.06,Iniciar Baja,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,6,15,7.42,Verificar Factura,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,5,13,7.12,Dispersión de Fondos,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,4,17,7.88,Validar Capacitación,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,1,17,2.37,Validar Capacitación,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,18,7.61,Especificar Licencia,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,5,16,2.43,Consolidación de RRHH,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,0,14,7.92,Aprobación de Pago,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,6,13,7.8,Autoevaluación,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,4,18,2.58,Pago de Liquidación,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,4,16,0.99,Consolidar Gastos,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,1,11,6.48,Aprobación Presupuesto,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,1,18,3.23,Enviar solicitud de vacaciones,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,1,10,6.98,Aprobación Presupuesto,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,0,17,2.19,Subir Borrador,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,6,16,5.48,Verificar Stock,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,0,11,7.18,Verificar Stock,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,5,13,4.12,Revisión Gerencial,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,9,2.29,Feedback de Manager,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,1,10,0.72,Pago de Liquidación,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,15,2.53,Aprobar Presupuesto,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,6,16,3.75,Aprobar Presupuesto,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,17,7.48,Feedback de Manager,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,3,12,6.58,Revisión Contable,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,11,2.66,Feedback de Manager,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,1,12,5.58,Consolidación de RRHH,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,11,7.59,Validación de RRHH,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,1,13,5.73,Dispersión de Fondos,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,1,9,6.28,Setup Tecnológico,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,4,17,0.8,Validar Elegibilidad,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,6,12,3.34,Validar Comercial,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,4,17,5.63,Detallar Curso,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,4,18,2.24,Detallar Curso,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,3,8,3.86,Aprobar Presupuesto,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,4,10,2.42,Presentar Requerimiento,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,3,13,1.21,Presentar Requerimiento,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,3,8,2.76,Especificar Servidores,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,5,16,7.6,Entrega del Equipo,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,2,14,7.97,Procesar Transferencia,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,0,11,3.12,Subir Borrador,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,1,13,6.26,Revisión de Seguridad,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,14,4.77,Reunión Bienvenida,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,0,17,6.24,Especificar Servidores,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,2,8,2.85,Autorización Gerencia,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,5,14,2.29,Validar Capacitación,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,14,1.44,Autorización Gerencia,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,0,17,7.16,Instalar Licencia,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,1,17,1.56,Presentar Requerimiento,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,16,5.66,Consolidación de RRHH,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,15,5.49,Verificar Factura,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,9,6.24,Autoevaluación,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,4,14,1.38,Dispersión de Fondos,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,0,13,4.49,Dispersión de Fondos,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,6,13,3.43,Aprobar Presupuesto,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,1,10,1.4,Revisión de Seguridad,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,1,17,5.46,Feedback de Manager,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,5,11,5.85,Aprobación de Pago,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,1,18,3.44,Revisión de Seguridad,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,15,2.36,Presentar Requerimiento,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,10,0.73,Enviar solicitud de vacaciones,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,3,8,1.39,Validar Elegibilidad,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,0,14,2.26,Revisión de Seguridad,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,3,13,1.77,Especificar Licencia,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,14,2.69,Registrar Recibos,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,2,17,1.76,Instalar Licencia,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,4,11,5.19,Verificar Stock,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,4,16,3.61,Autorización Gerencia,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,12,6.42,Firma Director,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,6,10,2.52,Autorización Gerencia,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,9,2.42,Inicio del Proceso,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,3,18,4.0,Aprobación del manager,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,4,13,1.16,Registrar Recibos,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,4,17,7.93,Verificar Stock,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,9,3.86,Reunión Bienvenida,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,10,1.3,Entrega del Equipo,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,12,2.01,Habilitar Permisos,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,3,13,7.77,Validar Elegibilidad,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,2,14,4.34,Subir Borrador,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,6,8,5.54,Especificar Servidores,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,0,12,7.46,Verificar Factura,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,5,14,2.82,Revisión Gerencial,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,5,15,4.06,Preparar Firma,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,0,14,0.8,Pago de Liquidación,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,3,10,7.41,Validar Elegibilidad,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,9,1.39,Revisión Contable,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,4,11,3.75,Habilitar Permisos,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,17,3.79,Aprobación Presupuesto,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,3,12,7.84,Solicitar Adelanto,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,4,16,3.5,Presentar Requerimiento,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,13,2.41,Validación de RRHH,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,0,9,4.83,Aprobar Presupuesto,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,4,12,1.38,Iniciar Baja,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,9,1.73,Dispersión de Fondos,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,14,7.05,Aprobar Presupuesto,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,4,18,3.86,Aprobación del manager,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,15,4.06,Instalar Licencia,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,6,17,1.53,Inicio del Proceso,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,6,16,6.55,Especificar Servidores,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,0,18,7.28,Aprobación Presupuesto,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,4,17,0.62,Especificar Licencia,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,1,10,6.34,Iniciar Baja,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,1,12,5.49,Especificar Licencia,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,5,14,0.63,Preparar Firma,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,1,10,7.15,Validar Comercial,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,5,10,2.81,Autorización Gerencia,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,4,14,5.38,Presentar Requerimiento,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,6,11,5.8,Verificar Stock,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,0,9,3.6,Pago de Liquidación,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,2,16,6.71,Cerrar Accesos,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,9,5.0,Detallar Curso,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,1,16,7.06,Firma Director,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,14,6.16,Aprobación del manager,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,0,14,7.16,Subir Borrador,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,1,9,2.75,Verificar Factura,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,14,3.31,Revisión Gerencial,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,6,14,7.53,Aprobación Costos,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,15,7.58,Revisión Gerencial,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,0,8,6.69,Validar Comercial,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,1,13,1.28,Autorización Gerencia,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,3,10,7.79,Instalar Licencia,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,1,15,5.22,Consolidar Gastos,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,2,15,3.41,Revisión Gerencial,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,13,1.38,Especificar Licencia,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,9,3.14,Dispersión de Fondos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,5,11,7.14,Solicitar Adelanto,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,0,13,4.17,Consolidar Gastos,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,2,14,3.36,Aprobación de Pago,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,6,18,2.76,Registrar Recibos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,1,11,1.95,Validación de RRHH,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,11,1.44,Aprobar Presupuesto,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,5,11,5.67,Revisión Contable,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,10,4.59,Subir Borrador,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,6,15,1.6,Enviar solicitud de vacaciones,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,11,5.41,Subir Borrador,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,2,18,1.21,Inicio de la solicitud,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,6,12,1.73,Autorización Gerencia,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,4,18,7.74,Verificar Factura,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,4,17,0.69,Pago de Liquidación,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,2,15,3.76,Pago de Liquidación,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,6,12,3.53,Habilitar Permisos,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,4,8,7.06,Aprobación de Pago,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,14,2.31,Evaluación Técnica,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,5,14,2.85,Detallar Curso,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,4,17,7.45,Subir Borrador,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,5,17,2.01,Procesar Transferencia,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,9,1.84,Registrar Recibos,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,3,13,5.25,Aprobación Costos,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,4,9,3.17,Consolidación de RRHH,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,17,6.32,Especificar Servidores,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,6,11,3.24,Revisión Contable,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,4,14,4.44,Iniciar Baja,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,5,10,4.69,Revisión Gerencial,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,0,14,6.74,Feedback de Manager,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,1,17,1.21,Pago de Liquidación,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,4,9,4.17,Setup Tecnológico,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,10,5.45,Validar Capacitación,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,5,16,5.53,Entrega del Equipo,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,3,17,7.55,Registrar Recibos,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,9,3.83,Aprobación del manager,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,6,12,1.15,Cerrar Accesos,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,5,14,1.65,Entrega del Equipo,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,2,18,3.2,Verificar Factura,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,11,3.56,Subir Borrador,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,4,8,5.76,Feedback de Manager,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,2,12,7.08,Autoevaluación,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,6,12,4.3,Habilitar Permisos,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,5,17,5.71,Habilitar Permisos,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,2,8,2.92,Entrega del Equipo,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,2,15,2.69,Consolidación de RRHH,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,6,17,4.78,Revisión de Seguridad,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,5,13,1.18,Especificar Servidores,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,2,9,3.56,Habilitar Permisos,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,12,4.78,Consolidación de RRHH,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,3,10,6.57,Entrega del Equipo,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,1,9,7.31,Cerrar Accesos,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,1,18,7.98,Evaluación Técnica,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,3,18,4.78,Preparar Firma,False
f5ba7581-b2ac-4b3a-830e-64ab112f975a,4,14,7.44,Inicio de la solicitud,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,2,10,1.73,Entrega del Equipo,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,0,11,1.86,Verificar Stock,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,0,12,7.56,Pago de Liquidación,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,4,16,3.36,Consolidación de RRHH,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,3,15,3.04,Inicio de la solicitud,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,3,9,3.19,Validar Capacitación,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,4,17,6.82,Feedback de Manager,False
5f56f693-5a38-4ca2-96c0-7bba750fc7a6,2,15,4.68,Validar Elegibilidad,False
390714b2-977f-4e5c-bd1e-5f282ff785ef,3,13,4.12,Firma Director,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,2,10,1.32,Enviar solicitud de vacaciones,False
f036cecc-192b-4e1e-bdc2-c95608f24fe9,0,16,3.18,Reunión Bienvenida,False
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,4,13,1.09,Validar Comercial,False
5fd7b0ae-2619-4038-a52e-26a0576c4819,2,8,1.75,Registrar Recibos,False
e6edcb81-4782-44f0-af6d-1e9e184c77ba,3,14,7.96,Feedback de Manager,False
17775f19-8c66-41b3-bd38-919b0fe10b8f,0,10,7.37,Dispersión de Fondos,False
