policy_id,activity_id,employee_id,pending_tasks,completion_hours
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Dispersión de Fondos,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,10,12.07
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Aprobar Presupuesto,2b549288-04a4-4705-bcd0-0332b683df27,14,19.35
439df689-d1cf-41c3-883c-1b7713fe68e5,Firma Director,f615b16b-8fd1-43c9-97c0-a65e08960291,0,3.84
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Inicio del Proceso,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,6,9.26
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Setup Tecnológico,db614129-bb28-4b41-8a46-bea1444c388c,5,9.05
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Aprobación Costos,2b549288-04a4-4705-bcd0-0332b683df27,8,9.3
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Presentar Requerimiento,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,1,9.81
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Especificar Licencia,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,5,9.92
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Reunión Bienvenida,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,3,6.88
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Evaluación Técnica,e121cbea-1209-4fe7-ad22-6cf09caf5b95,14,12.97
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Registrar Recibos,a9eff785-5679-4a1b-91ef-6ca8712ddd18,7,8.85
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Aprobación del manager,0eea38fa-f85e-4c73-b47b-0a1985db1227,8,11.66
6720c739-1916-432b-b392-e698dcfd8112,Setup Tecnológico,e121cbea-1209-4fe7-ad22-6cf09caf5b95,0,6.01
6720c739-1916-432b-b392-e698dcfd8112,Pago de Liquidación,f615b16b-8fd1-43c9-97c0-a65e08960291,13,15.78
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Instalar Licencia,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,9,12.85
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Subir Borrador,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,15,16.39
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Dispersión de Fondos,a9eff785-5679-4a1b-91ef-6ca8712ddd18,5,8.63
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Preparar Firma,0eea38fa-f85e-4c73-b47b-0a1985db1227,9,10.48
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Presentar Requerimiento,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,14,15.73
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Aprobación Presupuesto,c017087e-fcbc-4f47-ae54-78008d243fbf,10,9.23
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Validar Capacitación,2e310583-c106-4f2c-a6c3-c4b12ec30658,7,8.01
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Preparar Firma,2b549288-04a4-4705-bcd0-0332b683df27,4,7.54
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Aprobación Presupuesto,2b549288-04a4-4705-bcd0-0332b683df27,3,6.68
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Pago de Liquidación,e1c69265-87e8-417b-b13a-2ae72c53d4e3,0,3.76
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Verificar Stock,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,5,13.75
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Autoevaluación,c017087e-fcbc-4f47-ae54-78008d243fbf,5,8.52
439df689-d1cf-41c3-883c-1b7713fe68e5,Dispersión de Fondos,db614129-bb28-4b41-8a46-bea1444c388c,14,14.68
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Inicio de la solicitud,e1c69265-87e8-417b-b13a-2ae72c53d4e3,9,13.93
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Enviar solicitud de vacaciones,f615b16b-8fd1-43c9-97c0-a65e08960291,8,11.12
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Revisión Contable,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,1,8.67
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Consolidación de RRHH,2b549288-04a4-4705-bcd0-0332b683df27,8,11.0
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Aprobación de Pago,e121cbea-1209-4fe7-ad22-6cf09caf5b95,4,8.46
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Validar Comercial,bebe41a9-85fc-43f3-a125-5c7f72b0898d,0,1.04
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Verificar Factura,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,14,11.79
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Iniciar Baja,2e310583-c106-4f2c-a6c3-c4b12ec30658,9,13.31
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Setup Tecnológico,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,8,15.17
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Cerrar Accesos,db614129-bb28-4b41-8a46-bea1444c388c,14,12.45
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Revisión de Seguridad,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,11,17.29
6720c739-1916-432b-b392-e698dcfd8112,Entrega del Equipo,f65f0bd7-27f5-4b8c-9641-94729f51744a,14,14.02
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Consolidación de RRHH,eccb7c0d-52a7-4143-baad-ebee05361b50,1,4.03
000a3793-827e-4616-84f9-0a23863e0a35,Autoevaluación,e121cbea-1209-4fe7-ad22-6cf09caf5b95,12,15.03
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Habilitar Permisos,14791e8e-28e4-4f61-9593-d7a2653d97a3,13,17.85
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Firma Director,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,12,10.42
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Registrar Recibos,2084f511-720a-4096-80cd-5bc9b91cf5b6,7,9.9
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Presentar Requerimiento,f615b16b-8fd1-43c9-97c0-a65e08960291,8,7.84
6720c739-1916-432b-b392-e698dcfd8112,Verificar Factura,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,11,10.71
439df689-d1cf-41c3-883c-1b7713fe68e5,Aprobación Costos,2084f511-720a-4096-80cd-5bc9b91cf5b6,9,10.78
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Verificar Factura,d9b58f63-b601-433e-9861-2bf2ad90eeb6,1,2.6
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Revisión de Seguridad,e04f861d-b880-4d7f-bf03-59ce8e435929,11,16.54
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Cerrar Accesos,d9b58f63-b601-433e-9861-2bf2ad90eeb6,4,4.52
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Detallar Curso,e121cbea-1209-4fe7-ad22-6cf09caf5b95,4,6.14
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Reunión Bienvenida,f615b16b-8fd1-43c9-97c0-a65e08960291,15,20.32
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Subir Borrador,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,14,15.14
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Verificar Factura,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,14,14.22
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Presentar Requerimiento,2b549288-04a4-4705-bcd0-0332b683df27,14,16.62
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Aprobación del manager,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,15,14.82
6720c739-1916-432b-b392-e698dcfd8112,Firma Director,d9b58f63-b601-433e-9861-2bf2ad90eeb6,13,16.36
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Instalar Licencia,f65f0bd7-27f5-4b8c-9641-94729f51744a,11,10.44
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Setup Tecnológico,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,4,12.0
993a46fb-a0b2-4d2c-88eb-11ab1c3d4e8c,Inicio del Proceso,2e310583-c106-4f2c-a6c3-c4b12ec30658,0,8.28
439df689-d1cf-41c3-883c-1b7713fe68e5,Inicio de la solicitud,eccb7c0d-52a7-4143-baad-ebee05361b50,6,8.61
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Cerrar Accesos,f65f0bd7-27f5-4b8c-9641-94729f51744a,10,9.57
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Validación de RRHH,0eea38fa-f85e-4c73-b47b-0a1985db1227,12,11.96
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Inicio de la solicitud,0eea38fa-f85e-4c73-b47b-0a1985db1227,6,9.1
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Feedback de Manager,d822aaf2-81c6-4054-b63b-a2bec2d53509,5,8.55
6720c739-1916-432b-b392-e698dcfd8112,Pago de Liquidación,e121cbea-1209-4fe7-ad22-6cf09caf5b95,3,6.78
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Validar Elegibilidad,e121cbea-1209-4fe7-ad22-6cf09caf5b95,9,12.01
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Pago de Liquidación,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,9,10.22
439df689-d1cf-41c3-883c-1b7713fe68e5,Registrar Recibos,8490fcc8-7f53-4704-ac48-99b48356b21c,2,5.12
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Setup Tecnológico,e121cbea-1209-4fe7-ad22-6cf09caf5b95,4,6.97
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Entrega del Equipo,8490fcc8-7f53-4704-ac48-99b48356b21c,10,12.18
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Consolidar Gastos,e04f861d-b880-4d7f-bf03-59ce8e435929,8,12.03
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Entrega del Equipo,2084f511-720a-4096-80cd-5bc9b91cf5b6,8,8.74
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Aprobar Presupuesto,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,5,7.43
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Subir Borrador,e1c69265-87e8-417b-b13a-2ae72c53d4e3,10,13.82
8c9d0e1f-2a3b-4c5d-6e7f-8a9b0c1d2e3f,Verificar Stock,db614129-bb28-4b41-8a46-bea1444c388c,3,6.87
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Revisión Gerencial,e1c69265-87e8-417b-b13a-2ae72c53d4e3,6,8.6
439df689-d1cf-41c3-883c-1b7713fe68e5,Validación de RRHH,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,2,5.43
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Autoevaluación,f615b16b-8fd1-43c9-97c0-a65e08960291,4,7.96
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Consolidación de RRHH,14791e8e-28e4-4f61-9593-d7a2653d97a3,1,5.52
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Habilitar Permisos,2e310583-c106-4f2c-a6c3-c4b12ec30658,9,11.12
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Aprobación Costos,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,3,5.99
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Verificar Factura,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,9,12.26
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Pago de Liquidación,eccb7c0d-52a7-4143-baad-ebee05361b50,3,5.6
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Verificar Factura,d9b58f63-b601-433e-9861-2bf2ad90eeb6,3,6.77
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Consolidación de RRHH,2b549288-04a4-4705-bcd0-0332b683df27,11,12.92
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Validar Capacitación,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,2,6.7
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Verificar Stock,a9eff785-5679-4a1b-91ef-6ca8712ddd18,10,13.36
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Presentar Requerimiento,e04f861d-b880-4d7f-bf03-59ce8e435929,15,17.34
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Pago de Liquidación,e04f861d-b880-4d7f-bf03-59ce8e435929,12,11.93
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Especificar Servidores,eccb7c0d-52a7-4143-baad-ebee05361b50,9,13.33
439df689-d1cf-41c3-883c-1b7713fe68e5,Cerrar Accesos,eccb7c0d-52a7-4143-baad-ebee05361b50,13,15.16
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Setup Tecnológico,e121cbea-1209-4fe7-ad22-6cf09caf5b95,1,3.64
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Procesar Transferencia,e04f861d-b880-4d7f-bf03-59ce8e435929,15,15.7
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Solicitar Adelanto,0eea38fa-f85e-4c73-b47b-0a1985db1227,7,11.16
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Firma Director,e04f861d-b880-4d7f-bf03-59ce8e435929,12,14.85
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Aprobación del manager,f615b16b-8fd1-43c9-97c0-a65e08960291,2,4.76
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Reunión Bienvenida,d822aaf2-81c6-4054-b63b-a2bec2d53509,4,9.2
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Preparar Firma,2b549288-04a4-4705-bcd0-0332b683df27,12,12.52
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Presentar Requerimiento,d822aaf2-81c6-4054-b63b-a2bec2d53509,14,13.56
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Revisión de Seguridad,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,1,6.11
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Revisión Contable,2e310583-c106-4f2c-a6c3-c4b12ec30658,1,6.42
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Consolidar Gastos,3f72a8b2-777b-43c8-ba37-8f5d9fbd2135,1,2.96
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Aprobar Presupuesto,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,4,8.41
439df689-d1cf-41c3-883c-1b7713fe68e5,Feedback de Manager,c017087e-fcbc-4f47-ae54-78008d243fbf,2,5.36
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Habilitar Permisos,8490fcc8-7f53-4704-ac48-99b48356b21c,11,10.71
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Setup Tecnológico,a9eff785-5679-4a1b-91ef-6ca8712ddd18,1,5.02
0e1f2a3b-4c5d-6e7f-8a9b-0c1d2e3f4a5b,Habilitar Permisos,bebe41a9-85fc-43f3-a125-5c7f72b0898d,4,5.26
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Aprobación de Pago,d822aaf2-81c6-4054-b63b-a2bec2d53509,9,9.47
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Aprobación del manager,0eea38fa-f85e-4c73-b47b-0a1985db1227,12,11.92
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Setup Tecnológico,2084f511-720a-4096-80cd-5bc9b91cf5b6,9,10.0
a7b21cc3-d8cf-48af-8bb0-22cba4567e9b,Registrar Recibos,2e310583-c106-4f2c-a6c3-c4b12ec30658,9,8.56
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Habilitar Permisos,e121cbea-1209-4fe7-ad22-6cf09caf5b95,1,2.82
439df689-d1cf-41c3-883c-1b7713fe68e5,Aprobación Presupuesto,e1c69265-87e8-417b-b13a-2ae72c53d4e3,3,4.46
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Feedback de Manager,bebe41a9-85fc-43f3-a125-5c7f72b0898d,6,9.62
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Reunión Bienvenida,d9b58f63-b601-433e-9861-2bf2ad90eeb6,0,2.65
31ece703-f961-4e8e-a5c5-cd5c5b47e3db,Revisión Contable,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,4,6.64
6720c739-1916-432b-b392-e698dcfd8112,Enviar solicitud de vacaciones,8490fcc8-7f53-4704-ac48-99b48356b21c,1,6.16
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Feedback de Manager,8490fcc8-7f53-4704-ac48-99b48356b21c,8,8.95
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Autorización Gerencia,eccb7c0d-52a7-4143-baad-ebee05361b50,2,5.51
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Consolidación de RRHH,4cd6a83f-a8b6-4b56-854d-5d3693ec4ab4,10,12.73
2c3d4e5f-6a7b-8c9d-0e1f-2a3b4c5d6e7f,Revisión de Seguridad,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,12,14.89
6720c739-1916-432b-b392-e698dcfd8112,Preparar Firma,db614129-bb28-4b41-8a46-bea1444c388c,9,11.16
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Verificar Factura,2b549288-04a4-4705-bcd0-0332b683df27,12,13.65
4c5d6e7f-8a9b-0c1d-2e3f-4a5b6c7d8e9f,Instalar Licencia,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,0,5.89
9c0d1e2f-3a4b-5c6d-7e8f-9a0b1c2d3e4f,Autoevaluación,d9b58f63-b601-433e-9861-2bf2ad90eeb6,1,5.49
5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f,Habilitar Permisos,7949fc3c-9284-40a0-8161-7b39cf9f9b2d,0,7.66
bd9966b2-5fa2-4a4b-b924-59e817a5e756,Inicio de la solicitud,d9b58f63-b601-433e-9861-2bf2ad90eeb6,1,5.05
000a3793-827e-4616-84f9-0a23863e0a35,Reunión Bienvenida,db614129-bb28-4b41-8a46-bea1444c388c,10,9.84
7c8d9e0f-1a2b-3c4d-5e6f-7a8b9c0d1e2f,Registrar Recibos,0eea38fa-f85e-4c73-b47b-0a1985db1227,11,12.39
111e9d86-cbd2-45ff-a809-4072bbe6a4d0,Aprobar Presupuesto,bebe41a9-85fc-43f3-a125-5c7f72b0898d,7,8.82
439df689-d1cf-41c3-883c-1b7713fe68e5,Evaluación Técnica,2e310583-c106-4f2c-a6c3-c4b12ec30658,15,16.46
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Aprobación Presupuesto,87f8e8d1-83e9-4ddb-9be0-fc955228db6d,9,9.13
3c4d5e6f-7a8b-9c0d-1e2f-3a4b5c6d7e8f,Cerrar Accesos,f65f0bd7-27f5-4b8c-9641-94729f51744a,9,11.98
6c7d8e9f-0a1b-2c3d-4e5f-6a7b8c9d0e1f,Revisión de Seguridad,d822aaf2-81c6-4054-b63b-a2bec2d53509,1,2.57
000a3793-827e-4616-84f9-0a23863e0a35,Validar Capacitación,a9eff785-5679-4a1b-91ef-6ca8712ddd18,15,12.99
f5ba7581-b2ac-4b3a-830e-64ab112f975a,Instalar Licencia,c017087e-fcbc-4f47-ae54-78008d243fbf,13,15.55
